"unitid","name","year","institution_size_category","level_of_institution","institutional_category","total_enrollment","full_time_enrollment","part_time_enrollment","full_time_equivalent_fall_enrollment","undergraduate_enrollment","first_time_degree_certificate_seeking_undergraduate_enrollment","transfer_in_degree_certificate_seeking_undergraduate_enrollment","continuing_degree_certificate_seeking_undergraduate_enrollment","nondegree_certificate_seeking_undergraduate_enrollment","full_time_undergraduate_enrollment","full_time_first_time_degree_certificate_seeking_undergraduate_enrollment","full_time_transfer_in_degree_certificate_seeking_undergraduate_enrollment","full_time_continuing_degree_certificate_seeking_undergraduate_enrollment","full_time_nondegree_certificate_seeking_undergraduate_enrollment","part_time_undergraduate_enrollment","part_time_first_time_degree_certificate_seeking_undergraduate_enrollment","part_time_transfer_in_degree_certificate_seeking_undergraduate_enrollment","part_time_continuing_degree_certificate_seeking_undergraduate_enrollment","part_time_nondegree_certificate_seeking_undergraduate_enrollment","percent_of_total_enrollment_that_are_american_indian_or_alaska_native","percent_of_total_enrollment_that_are_asian","percent_of_total_enrollment_that_are_black_or_african_american","percent_of_total_enrollment_that_are_hispanic_latino","percent_of_total_enrollment_that_are_native_hawaiian_or_other_pacific_islander","percent_of_total_enrollment_that_are_white","percent_of_total_enrollment_that_are_two_or_more_races","percent_of_total_enrollment_that_are_race_ethnicity_unknown","percent_of_total_enrollment_that_are_nonresident_alien","percent_of_total_enrollment_that_are_asian_native_hawaiian_pacific_islander","percent_of_total_enrollment_that_are_women","full_time_first_time_degree_certificate_seeking_undergraduates_grs_cohort_as_percent_of_all_undergraduates","adult_age_25_64_enrollment_all_students","adult_age_25_64_enrollment_undergraduate","adult_age_25_64_enrollment_full_time_students","adult_age_25_64_enrollment_full_time_undergraduate","adult_age_25_64_enrollment_part_time_students","adult_age_25_64_enrollment_part_time_undergraduate","percent_of_students_enrolled_exclusively_in_distance_education_courses","percent_of_students_enrolled_in_some_but_not_all_distance_education_courses","percent_of_students_not_enrolled_in_any_distance_education_courses","number_of_first_time_undergraduates__in_state","percent_of_first_time_undergraduates__in_state","percent_of_first_time_undergraduates__out_of_state","number_of_first_time_undergraduates__foreign_countries","percent_of_first_time_undergraduates__foreign_countries","number_of_first_time_undergraduates__residence_unknown","percent_of_first_time_undergraduates__residence_unknown","student_to_faculty_ratio","degree_of_urbanization_urban_centric_locale_"
117195,"Lake Tahoe Community College",2014,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",2419,692,1727,1272,2419,299,376,1515,229,692,126,73,460,33,1727,173,303,1055,196,0,0.05,0.02,0.25,0,0.6,0.04,0.02,0.01,0.05,0.51,0.05,1191,1191,223,223,968,968,0.17,0.16,0.67,238,0.8,0.07,15,0.05,24,0.08,17,"Rural: Fringe"
117247,"Laney College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10715,1888,8827,4852,10715,1214,1714,6821,966,1888,302,184,1344,58,8827,912,1530,5477,908,0,0.26,0.25,0.2,0,0.17,0.05,0.05,0.01,0.27,0.55,0.03,5403,5403,857,857,4546,4546,0.09,0.09,0.82,1126,0.93,0,26,0.02,62,0.05,23,"City: Large"
117274,"Lassen Community College",2014,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",2557,592,1965,1252,2557,818,374,1099,266,592,188,63,331,10,1965,630,311,768,256,0.02,0.04,0.21,0.23,0.02,0.42,0.03,0.04,0.01,0.05,0.25,0.07,1587,1587,139,139,1448,1448,0.04,0.09,0.87,757,0.93,0,11,0.01,50,0.06,19,"Rural: Fringe"
117645,"Long Beach City College",2014,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",24403,9780,14623,14689,24403,4282,2168,16318,1635,9780,2494,754,6259,273,14623,1788,1414,10059,1362,0,0.11,0.14,0.54,0.01,0.15,0.04,0,0.01,0.12,0.55,0.1,8121,8121,1852,1852,6269,6269,0.04,0.14,0.82,4101,0.96,0,62,0.01,119,0.03,28,"City: Large"
117690,"Los Angeles Harbor College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10145,2719,7426,5212,10145,1328,905,6474,1438,2719,552,129,2011,27,7426,776,776,4463,1411,0,0.11,0.11,0.58,0.01,0.13,0.03,0.02,0.01,0.12,0.59,0.05,3309,3309,521,521,2788,2788,0.11,0.14,0.75,1243,0.94,0,58,0.04,27,0.02,33,"City: Large"
117706,"Los Angeles Pierce College",2014,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",21034,5812,15222,10923,21034,3381,1545,13523,2585,5812,1335,274,4099,104,15222,2046,1271,9424,2481,0,0.11,0.06,0.46,0,0.29,0.03,0.04,0.01,0.11,0.54,0.06,6668,6668,1241,1241,5427,5427,0.02,0.05,0.93,3128,0.93,0,117,0.03,136,0.04,39,"City: Large"
117715,"Los Angeles Southwest College",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6937,1315,5622,3203,6937,826,990,4074,1047,1315,196,137,951,31,5622,630,853,3123,1016,0,0.02,0.56,0.34,0,0.02,0.02,0.03,0,0.02,0.69,0.03,3481,3481,563,563,2918,2918,0.09,0.11,0.8,797,0.96,0,14,0.02,15,0.02,25,"Suburb: Large"
117724,"Los Angeles Trade Technical College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",14688,3786,10902,7446,14688,2247,1782,8740,1919,3786,488,269,2959,70,10902,1759,1513,5781,1849,0,0.04,0.22,0.61,0,0.06,0.02,0.04,0.01,0.05,0.46,0.03,7752,7752,1815,1815,5937,5937,0.03,0.05,0.92,2073,0.92,0,105,0.05,69,0.03,35,"City: Large"
117733,"Los Angeles Valley College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",18641,4522,14119,9262,18641,2438,1614,12075,2514,4522,871,268,3306,77,14119,1567,1346,8769,2437,0,0.08,0.05,0.5,0,0.29,0.02,0.04,0.01,0.08,0.57,0.05,7318,7318,1300,1300,6018,6018,0.05,0.07,0.87,2237,0.92,0,77,0.03,124,0.05,37,"City: Large"
117788,"Los Angeles City College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",18756,5072,13684,9666,18756,2190,1956,11807,2803,5072,819,289,3742,222,13684,1371,1667,8065,2581,0,0.13,0.1,0.52,0,0.18,0.02,0.03,0.02,0.13,0.56,0.04,8785,8785,2172,2172,6613,6613,0.09,0.08,0.83,1875,0.86,0,171,0.08,144,0.07,36,"City: Large"
117867,"Los Angeles Mission College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10191,2338,7853,4975,10191,1423,894,6170,1704,2338,512,106,1544,176,7853,911,788,4626,1528,0,0.05,0.03,0.76,0,0.11,0.01,0.02,0.01,0.05,0.6,0.05,3486,3486,679,679,2807,2807,0.05,0.07,0.87,1354,0.95,0,44,0.03,25,0.02,34,"City: Large"
117894,"Los Medanos College",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8695,3060,5635,4952,8695,1324,665,5762,944,3060,707,188,2097,68,5635,617,477,3665,876,0,0.09,0.16,0.37,0.01,0.28,0.07,0.01,0,0.1,0.53,0.08,2707,2707,577,577,2130,2130,0.03,0.08,0.89,1280,0.97,0,9,0.01,35,0.03,24,"Suburb: Large"
118347,"College of Marin",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5500,1190,4310,2637,5500,663,346,3654,837,1190,237,70,850,33,4310,426,276,2804,804,0,0.08,0.07,0.25,0,0.51,0.05,0.02,0.01,0.08,0.59,0.04,2641,2641,311,311,2330,2330,0.02,0.05,0.93,648,0.98,0.02,0,0,5,0.01,17,"Suburb: Large"
118684,"Mendocino College",2014,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",3769,1168,2601,2041,3769,511,289,2351,618,1168,230,80,821,37,2601,281,209,1530,581,0.05,0.03,0.03,0.26,0.01,0.6,0.02,0.01,0,0.03,0.61,0.06,1549,1549,325,325,1224,1224,0.15,0.18,0.67,447,0.87,0,15,0.03,49,0.1,16,"Rural: Fringe"
118718,"Merced College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10214,4956,5258,6721,10214,1528,471,7054,1161,4956,1064,215,3430,247,5258,464,256,3624,914,0,0.1,0.04,0.57,0,0.24,0.03,0.01,0.01,0.1,0.56,0.1,2980,2980,990,990,1990,1990,0.03,0.14,0.83,1447,0.95,0,31,0.02,50,0.03,28,"City: Small"
118772,"Merritt College",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6055,1065,4990,2740,6055,680,1302,3681,392,1065,189,205,667,4,4990,491,1097,3014,388,0,0.15,0.3,0.24,0.01,0.18,0.05,0.06,0,0.15,0.66,0.03,3285,3285,540,540,2745,2745,0.11,0.09,0.8,644,0.95,0,6,0.01,30,0.04,24,"City: Large"
118912,"MiraCosta College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",14687,5024,9663,8268,14687,2768,1445,9642,832,5024,1366,414,3196,48,9663,1402,1031,6446,784,0,0.06,0.03,0.34,0,0.45,0.07,0.02,0.01,0.07,0.56,0.09,5337,5337,1140,1140,4197,4197,0.14,0.25,0.61,2560,0.92,0,84,0.03,124,0.04,29,"Suburb: Large"
118930,"Mission College",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8435,2095,6340,4224,8435,757,978,5002,1698,2095,302,148,1410,235,6340,455,830,3592,1463,0,0.44,0.04,0.26,0.01,0.18,0.04,0.02,0.02,0.45,0.55,0.04,4126,4126,677,677,3449,3449,0.13,0.18,0.69,667,0.88,0,68,0.09,22,0.03,21,"City: Midsize"
118976,"Modesto Junior College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",17578,6279,11299,10072,17578,3076,830,12347,1325,6279,1483,297,4365,134,11299,1593,533,7982,1191,0.01,0.06,0.03,0.44,0.01,0.39,0.03,0.03,0,0.07,0.58,0.08,5875,5875,1301,1301,4574,4574,0.11,0.25,0.64,3028,0.98,0,13,0,35,0.01,32,"City: Midsize"
119067,"Monterey Peninsula College",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7727,2410,5317,4195,7727,1166,932,4969,660,2410,580,210,1593,27,5317,586,722,3376,633,0,0.08,0.04,0.36,0.01,0.42,0.05,0.03,0.01,0.09,0.53,0.08,3168,3168,497,497,2671,2671,0.07,0.17,0.76,1093,0.94,0,21,0.02,52,0.04,24,"Suburb: Midsize"
119137,"Moorpark College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",13880,5586,8294,8371,13880,2810,1089,9281,700,5586,1721,351,3487,27,8294,1089,738,5794,673,0,0.09,0.02,0.31,0,0.51,0.05,0.01,0.01,0.09,0.51,0.12,3017,3017,506,506,2511,2511,0.05,0.11,0.84,2763,0.98,0.01,0,0,28,0.01,34,"Suburb: Midsize"
119164,"Mt San Antonio College",2014,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",29045,10501,18544,16727,29045,4644,1771,20048,2582,10501,2561,554,7189,197,18544,2083,1217,12859,2385,0,0.17,0.04,0.6,0,0.12,0.03,0.01,0.02,0.18,0.51,0.09,8604,8604,2009,2009,6595,6595,0.02,0.06,0.92,4459,0.96,0,164,0.04,6,0,26,"Suburb: Large"
119216,"Mt San Jacinto Community College District",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",14580,5114,9466,8292,14580,2696,1150,9849,885,5114,1136,413,3497,68,9466,1560,737,6352,817,0.01,0.05,0.08,0.45,0,0.34,0.05,0.02,0,0.06,0.58,0.08,,,,,,,0.1,0.21,0.69,2566,0.95,0,115,0.04,12,0,29,"Suburb: Midsize"
119331,"Napa Valley College",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6348,2249,4099,3625,6348,1055,499,4198,596,2249,530,164,1533,22,4099,525,335,2665,574,0,0.14,0.07,0.38,0,0.32,0.05,0.02,0,0.15,0.56,0.08,1971,1971,358,358,1613,1613,0.06,0.15,0.79,1015,0.96,0,10,0.01,30,0.03,21,"City: Small"
120290,"Ohlone College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11318,3180,8138,5912,11318,2424,1413,6256,1225,3180,776,144,2142,118,8138,1648,1269,4114,1107,0,0.31,0.04,0.19,0.01,0.19,0.05,0.17,0.03,0.32,0.47,0.07,4952,4952,409,409,4543,4543,0.06,0.19,0.75,2296,0.95,0,104,0.04,12,0,26,"Suburb: Large"
120342,"Orange Coast College",2014,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",21775,8589,13186,13016,21775,3958,2050,14488,1279,8589,2285,521,5675,108,13186,1673,1529,8813,1171,0,0.2,0.02,0.34,0,0.34,0.04,0.02,0.04,0.2,0.48,0.1,6230,6230,1275,1275,4955,4955,0.03,0.12,0.85,3509,0.89,0.02,369,0.09,9,0,33,"City: Midsize"
120421,"Oxnard College",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",7148,1981,5167,3716,7148,1161,908,4583,496,1981,585,147,1235,14,5167,576,761,3348,482,0,0.05,0.03,0.72,0,0.16,0.03,0.01,0,0.06,0.53,0.08,2445,2445,396,396,2049,2049,0.11,0.16,0.73,1153,0.99,0.01,0,0,0,0,32,"City: Midsize"
120953,"Palo Verde College",2014,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",3446,537,2909,1514,3446,573,318,2090,465,537,89,27,392,29,2909,484,291,1698,436,0.01,0.05,0.13,0.37,0,0.37,0.02,0.04,0,0.06,0.25,0.03,2688,2688,226,226,2462,2462,0.42,0.11,0.47,561,0.98,0,3,0.01,9,0.02,33,"Rural: Distant"
120971,"Palomar College",2014,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",24914,8192,16722,13806,24914,4048,1942,16599,2325,8192,2036,588,5408,160,16722,2012,1354,11191,2165,0.01,0.07,0.03,0.38,0.01,0.42,0.04,0.03,0.01,0.07,0.45,0.08,8535,8535,1531,1531,7004,7004,0.07,0.24,0.69,3837,0.95,0,101,0.02,110,0.03,26,"Suburb: Large"
121044,"Pasadena City College",2014,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",26611,10401,16210,15843,26611,5144,2099,17657,1711,10401,2929,582,6814,76,16210,2215,1517,10843,1635,0,0.23,0.05,0.49,0,0.09,0.09,0.01,0.04,0.23,0.52,0.11,7462,7462,1443,1443,6019,6019,0.03,0.14,0.83,4791,0.93,0.01,267,0.05,15,0,20,"City: Midsize"
121363,"Porterville College",2014,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",3791,1690,2101,2395,3791,647,221,2451,472,1690,433,59,1115,83,2101,214,162,1336,389,0.01,0.03,0.01,0.75,0,0.17,0.02,0,0,0.03,0.6,0.11,1178,1178,313,313,865,865,0.06,0.11,0.82,636,0.98,0,2,0,9,0.01,27,"City: Small"
121619,"Santa Ana College",2014,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",29590,4948,24642,13221,29590,4504,2141,20798,2147,4948,1404,271,3193,80,24642,3100,1870,17605,2067,0,0.08,0.01,0.51,0,0.21,0.01,0.15,0.01,0.08,0.38,0.05,16662,16662,924,924,15738,15738,0.04,0.07,0.9,4355,0.97,0,133,0.03,9,0,38,"City: Large"
121707,"College of the Redwoods",2014,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",4965,1954,3011,2965,4965,625,306,1704,2330,1954,334,169,698,753,3011,291,137,1006,1577,0.06,0.03,0.02,0.18,0.01,0.57,0.07,0.06,0,0.04,0.55,0.07,,,,,,,0.06,0.1,0.84,582,0.93,0.05,0,0,14,0.02,19,"Rural: Fringe"
121886,"Rio Hondo College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",16263,3800,12463,7984,16263,2232,1206,10477,2348,3800,786,248,2658,108,12463,1446,958,7819,2240,0,0.07,0.01,0.81,0,0.08,0.01,0.02,0,0.07,0.47,0.05,5289,5289,607,607,4682,4682,0.09,0.13,0.78,2220,0.99,0,8,0,0,0,29,"Suburb: Large"
121901,"Riverside City College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",18547,5135,13412,9638,18547,3284,1487,11776,2000,5135,1526,321,3130,158,13412,1758,1166,8646,1842,0,0.06,0.08,0.57,0,0.21,0.04,0.01,0.02,0.06,0.56,0.08,5306,5306,804,804,4502,4502,0.08,0.1,0.82,3161,0.96,0,69,0.02,54,0.02,27,"City: Large"
122180,"Sacramento City College",2014,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",23317,6063,17254,11856,23317,4910,2363,14233,1811,6063,1354,438,4097,174,17254,3556,1925,10136,1637,0.01,0.2,0.12,0.29,0.01,0.27,0.06,0.02,0.02,0.21,0.57,0.06,8430,8430,1587,1587,6843,6843,0.07,0.13,0.8,4451,0.91,0,278,0.06,181,0.04,28,"City: Large"
122205,"Saddleback College",2014,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",20007,6015,13992,10713,20007,2978,1690,13872,1467,6015,1321,385,4245,64,13992,1657,1305,9627,1403,0,0.09,0.02,0.25,0,0.54,0.05,0.02,0.02,0.09,0.54,0.07,6890,6890,1052,1052,5838,5838,0.17,0.21,0.62,2586,0.87,0,224,0.08,168,0.06,26,"Suburb: Large"
122339,"San Diego City College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",16298,3666,12632,7907,16298,2359,2321,9240,2378,3666,978,349,2197,142,12632,1381,1972,7043,2236,0,0.09,0.12,0.48,0,0.23,0.04,0.02,0.01,0.09,0.52,0.06,7066,7066,1032,1032,6034,6034,0.13,0.12,0.75,2240,0.95,0,16,0.01,103,0.04,27,"City: Large"
122375,"San Diego Mesa College",2014,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",24159,5874,18285,12013,24159,3683,3501,13654,3321,5874,1398,731,3635,110,18285,2285,2770,10019,3211,0,0.16,0.07,0.33,0.01,0.32,0.06,0.02,0.03,0.17,0.52,0.06,8487,8487,1195,1195,7292,7292,0.12,0.11,0.77,3132,0.85,0,190,0.05,361,0.1,30,"City: Large"
122384,"San Diego Miramar College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11876,2282,9594,5503,11876,1760,2092,6870,1154,2282,690,285,1217,90,9594,1070,1807,5653,1064,0,0.23,0.05,0.24,0.01,0.37,0.06,0.03,0,0.23,0.44,0.06,5649,5649,581,581,5068,5068,0.19,0.12,0.69,1638,0.93,0,25,0.01,97,0.06,30,"City: Large"
122658,"San Joaquin Delta College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",18572,7526,11046,11235,18572,3531,907,11449,2685,7526,2109,358,4720,339,11046,1422,549,6729,2346,0,0.17,0.1,0.43,0,0.23,0.05,0.01,0,0.18,0.57,0.11,5887,5887,1613,1613,4274,4274,0.15,0.23,0.62,3316,0.94,0,0,0,215,0.06,38,"City: Large"
122746,"San Jose City College",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9072,2251,6821,4541,9072,941,1251,5462,1418,2251,404,266,1462,119,6821,537,985,4000,1299,0,0.24,0.07,0.41,0.01,0.17,0.04,0.05,0,0.25,0.56,0.04,4485,4485,733,733,3752,3752,0.06,0.1,0.84,845,0.9,0.01,39,0.04,44,0.05,24,"City: Large"
122791,"College of San Mateo",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8935,2227,6708,4479,8935,1519,980,5482,954,2227,654,138,1394,41,6708,865,842,4088,913,0,0.24,0.03,0.31,0.02,0.3,0.05,0.02,0.03,0.26,0.5,0.07,,,,,,,0.01,0.01,0.98,1443,0.95,0,0,0,71,0.05,24,"Suburb: Large"
122889,"Santa Barbara City College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",17927,8356,9571,11569,17927,4302,1306,10218,2101,8356,3057,479,4491,329,9571,1245,827,5727,1772,0,0.05,0.04,0.33,0,0.41,0.05,0.04,0.08,0.05,0.53,0.17,5574,5574,1106,1106,4468,4468,0.14,0.19,0.66,2413,0.56,0,1372,0.32,517,0.12,49,"City: Small"
122977,"Santa Monica College",2014,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",30158,10861,19297,17340,30158,6012,1932,19851,2363,10861,3236,484,6943,198,19297,2776,1448,12908,2165,0,0.1,0.09,0.38,0,0.26,0.04,0.01,0.11,0.11,0.52,0.11,8059,8059,1411,1411,6648,6648,0.08,0.15,0.77,4409,0.73,0,915,0.15,688,0.11,30,"City: Small"
123013,"Santa Rosa Junior College",2014,"20,000 and above","At least 2 but less than 4 years","Degree-granting, associate's and certificates",23144,7125,16019,12503,23144,3068,1250,16016,2810,7125,1579,339,5064,143,16019,1489,911,10952,2667,0.01,0.05,0.03,0.31,0,0.55,0.05,0.01,0,0.05,0.55,0.07,9167,9167,1502,1502,7665,7665,0.06,0.12,0.82,2901,0.95,0,64,0.02,103,0.03,23,"City: Midsize"
123217,"College of the Sequoias",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10647,4762,5885,6738,10647,2060,592,6998,997,4762,1411,258,2976,117,5885,649,334,4022,880,0,0.04,0.03,0.62,0,0.25,0.03,0.01,0,0.05,0.56,0.13,3106,3106,810,810,2296,2296,0.04,0.15,0.81,2045,0.99,0,10,0,1,0,30,"City: Midsize"
123299,"Shasta College",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",8342,3480,4862,5112,8342,1425,368,5303,1246,3480,664,172,2414,230,4862,761,196,2889,1016,0.03,0.03,0.01,0.14,0,0.7,0.04,0.03,0,0.04,0.58,0.08,3065,3065,1093,1093,1972,1972,0.17,0.26,0.56,1346,0.94,0,18,0.01,61,0.04,25,"Suburb: Midsize"
123341,"Sierra College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",18565,6828,11737,10769,18565,3505,1305,12486,1269,6828,1816,402,4444,166,11737,1689,903,8042,1103,0.01,0.05,0.03,0.26,0,0.59,0.05,0.01,0.01,0.05,0.54,0.1,6203,6203,1397,1397,4806,4806,0.09,0.14,0.77,3413,0.97,0.01,59,0.02,2,0,26,"Suburb: Large"
123484,"College of the Siskiyous",2014,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",2060,827,1233,1241,2060,307,253,1212,288,827,208,96,499,24,1233,99,157,713,264,0.02,0.03,0.04,0.13,0.01,0.6,0.05,0.1,0,0.04,0.5,0.1,976,976,268,268,708,708,0.19,0.3,0.5,249,0.81,0.19,0,0,1,0,15,"Town: Remote"
123509,"Skyline College",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9820,2459,7361,4930,9820,1104,1135,6451,1130,2459,494,174,1761,30,7361,610,961,4690,1100,0,0.38,0.03,0.3,0.01,0.2,0.05,0.02,0.01,0.39,0.53,0.05,3391,3391,406,406,2985,2985,0.03,0.07,0.9,1057,0.96,0,0,0,46,0.04,25,"Suburb: Large"
123527,"San Bernardino Valley College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12965,4673,8292,7457,12965,2038,1015,8537,1375,4673,983,294,3306,90,8292,1055,721,5231,1285,0,0.04,0.12,0.65,0,0.14,0.03,0,0,0.05,0.57,0.08,5067,5067,1297,1297,3770,3770,0.08,0.26,0.66,1952,0.96,0,86,0.04,0,0,28,"City: Midsize"
123563,"Solano Community College",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9824,3340,6484,5517,9824,1307,758,6385,1374,3340,651,254,2295,140,6484,656,504,4090,1234,0,0.14,0.16,0.26,0.01,0.31,0.09,0.02,0,0.15,0.59,0.07,3728,3728,775,775,2953,2953,0.08,0.22,0.69,1294,0.99,0,13,0.01,0,0,23,"Suburb: Midsize"
123800,"Southwestern College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",19000,7642,11358,11455,19000,2912,1109,13036,1943,7642,1671,397,5222,352,11358,1241,712,7814,1591,0.02,0.12,0.06,0.51,0.01,0.27,0,0.01,0,0.13,0.53,0.09,6017,6017,1459,1459,4558,4558,0.09,0.26,0.65,2839,0.97,0,0,0,73,0.03,28,"Suburb: Large"
124113,"Taft College",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",5217,1230,3987,2569,5217,1324,657,2849,387,1230,358,73,727,72,3987,966,584,2122,315,0.01,0.03,0.06,0.54,0,0.33,0.03,0,0,0.03,0.39,0.07,2643,2643,234,234,2409,2409,0.18,0.17,0.65,1296,0.98,0.02,0,0,6,0,31,"Town: Distant"
125028,"Ventura College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",12928,4330,8598,7217,12928,2120,1072,8571,1165,4330,1274,222,2805,29,8598,846,850,5766,1136,0,0.05,0.02,0.57,0,0.3,0.04,0.02,0,0.05,0.55,0.1,3706,3706,625,625,3081,3081,0.08,0.14,0.77,2082,0.98,0.01,0,0,10,0,32,"City: Midsize"
125091,"Victor Valley College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",11557,4182,7375,6658,11557,2109,643,7059,1746,4182,1087,267,2615,213,7375,1022,376,4444,1533,0,0.02,0.12,0.48,0,0.31,0.05,0.01,0,0.03,0.57,0.09,4123,4123,1096,1096,3027,3027,0.11,0.21,0.67,1999,0.95,0,0,0,110,0.05,26,"City: Midsize"
125170,"Berkeley City College",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",6378,1272,5106,2986,6378,877,1420,3641,440,1272,325,232,705,10,5106,552,1188,2936,430,0,0.16,0.19,0.25,0,0.27,0.07,0.05,0.01,0.16,0.55,0.05,2494,2494,292,292,2202,2202,0.1,0.13,0.77,801,0.91,0,21,0.02,55,0.06,28,"City: Midsize"
125462,"West Hills College-Coalinga",2014,"1,000 - 4,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",2650,869,1781,1467,2650,541,353,1640,116,869,263,76,525,5,1781,278,277,1115,111,0.01,0.04,0.07,0.63,0,0.18,0.02,0.03,0.02,0.04,0.6,0.1,773,773,111,111,662,662,0.36,0.31,0.33,465,0.86,0,11,0.02,65,0.12,27,"Town: Distant"
125471,"West Los Angeles College",2014,"10,000 - 19,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",10641,2105,8536,4971,10641,1508,1459,6325,1349,2105,437,167,1481,20,8536,1071,1292,4844,1329,0,0.05,0.3,0.42,0,0.13,0.04,0.04,0.02,0.06,0.58,0.04,4946,4946,750,750,4196,4196,0.21,0.19,0.6,1341,0.89,0,108,0.07,59,0.04,30,"Suburb: Large"
125499,"West Valley College",2014,"5,000 - 9,999","At least 2 but less than 4 years","Degree-granting, associate's and certificates",9062,2799,6263,4902,9062,1219,931,5586,1326,2799,626,190,1803,180,6263,593,741,3783,1146,0,0.16,0.03,0.25,0,0.46,0.05,0.03,0.01,0.17,0.56,0.07,,,,,,,0.15,0.23,0.61,1135,0.93,0,39,0.03,45,0.04,22,"Suburb: Large"
